"initial_alias","converted_alias","name","description","namespace"
"YPR045C","Q12049","THP3","Protein that may have a role in transcription elongation; forms a complex with Csn12p that is recruited to transcribed genes; possibly involved in splicing based on pre-mRNA accumulation defect for many intron-containing genes [Source:SGD;Acc:S000006249]","ENSG,ENSP"
"YPL037C","Q02642","EGD1","Subunit beta1 of the nascent polypeptide-associated complex (NAC); involved in protein targeting, associated with cytoplasmic ribosomes; enhances DNA binding of the Gal4p activator; homolog of human BTF3b; EGD1 has a paralog, BTT1, that arose from the whole genome duplication [Source:SGD;Acc:S000005958]","ENSG,ENSP"
"YFR050C","P30657","PRE4","Beta 7 subunit of the 20S proteasome [Source:SGD;Acc:S000001946]","ENSG,ENSP"
"YDR069C","P32571","DOA4","Ubiquitin hydrolase; deubiquitinates intralumenal vesicle (ILVs) cargo proteins; required for recycling ubiquitin from proteasome-bound ubiquitinated intermediates, acts at the late endosome/prevacuolar compartment to recover ubiquitin from ubiquitinated membrane proteins destined for the vacuole; DOA4 has a paralog, UBP5, that arose from the whole genome duplication [Source:SGD;Acc:S000002476]","ENSG,ENSP"
"YKL209C","P12866","STE6","Plasma membrane ATP-binding cassette (ABC) transporter; required for the export of a-factor, catalyzes ATP hydrolysis coupled to a-factor transport; contains 12 transmembrane domains and two ATP binding domains; expressed only in MATa cells; human homolog ABCB1 mediates multidrug resistance in many chemotherapy-resistant tumors by effluxing toxic compounds from the cell [Source:SGD;Acc:S000001692]","ENSG,ENSP"
"YOR155C","Q99312","ISN1","Inosine 5'-monophosphate (IMP)-specific 5'-nucleotidase; catalyzes the breakdown of IMP to inosine; responsible for production of nicotinamide riboside and nicotinic acid riboside; expression positively regulated by nicotinic acid and glucose availability; does not show similarity to known 5'-nucleotidases from other organisms [Source:SGD;Acc:S000005681]","ENSG,ENSP"
"YER081W","P40054","SER3","3-phosphoglycerate dehydrogenase and alpha-ketoglutarate reductase; 3PG dehydrogenase that catalyzes the first step in serine and glycine biosynthesis; also functions as an alpha-ketoglutarate reductase, converting alpha-ketoglutarate to D-2-hydroxyglutarate (D-2HG); localizes to the cytoplasm; SER3 has a paralog, SER33, that arose from the whole genome duplication [Source:SGD;Acc:S000000883]","ENSG,ENSP"
"YOL011W","Q08108","PLB3","Phospholipase B (lysophospholipase) involved in lipid metabolism; hydrolyzes phosphatidylinositol and phosphatidylserine and displays transacylase activity in vitro; PLB3 has a paralog, PLB1, that arose from the whole genome duplication [Source:SGD;Acc:S000005371]","ENSG,ENSP"
"YOR006C","Q12094","TSR3","Protein required for 20S pre-rRNA processing; involved in processing of the 20S pre-rRNA at site D to generate mature 18S rRNA; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus; relative distribution to the nucleus increases upon DNA replication stress [Source:SGD;Acc:S000005532]","ENSG,ENSP"
"YJL107C","P42947","YJL107C","Putative protein of unknown function; expression is induced by activation of the HOG1 mitogen-activated signaling pathway and this induction is Hog1p/Pbs2p dependent; YJL107C and adjacent ORF, YJL108C are merged in related fungi [Source:SGD;Acc:S000003643]","ENSG,ENSP"
"YMR098C","Q03153","ATP25","Mitochondrial protein required for the stability of Oli1p (Atp9p) mRNA; also required for the Oli1p ring formation; YMR098C is not an essential gene [Source:SGD;Acc:S000004704]","ENSG,ENSP"
"YKL069W","P36088","YKL069W","Methionine-R-sulfoxide reductase; reduces the R enantiomer of free Met-SO, in contrast to Ycl033Cp which reduces Met-R-SO in a peptide linkage; has a role in protection against oxidative stress; relative distribution to the nucleus increases upon DNA replication stress [Source:SGD;Acc:S000001552]","ENSG,ENSP,ENTREZGENE,SGD_GENE"
"YJL171C","P46992","TOH1","GPI-anchored cell wall protein of unknown function; induced in response to cell wall damaging agents and by mutations in genes involved in cell wall biogenesis; sequence similarity to YBR162C/TOS1, a covalently bound cell wall protein; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000003707]","ENSG,ENSP"
"YDR430C","P32898","CYM1","Lysine-specific metalloprotease of the pitrilysin family; metalloprotease of the intermembrane space; degrades proteins and presequence peptides cleaved from imported proteins; required for normal mitochondrial morphology [Source:SGD;Acc:S000002838]","ENSG,ENSP"
"YOR257W","P06704","CDC31","Calcium-binding component of the spindle pole body (SPB) half-bridge; required for SPB duplication in mitosis and meiosis II; homolog of mammalian centrin; binds multiubiquitinated proteins and is involved in proteasomal protein degradation [Source:SGD;Acc:S000005783]","ENSG,ENSP"
"YNL201C","P40164","PSY2","Subunit of protein phosphatase PP4 complex; Pph3p and Psy2p form the active complex, Psy4p may provide additional substrate specificity; regulates recovery from the DNA damage checkpoint, the gene conversion- and single-strand annealing-mediated pathways of meiotic double-strand break repair and efficient Non-Homologous End-Joining (NHEJ) pathway; Pph3p and Psy2p localize to foci on meiotic chromosomes; putative homolog of mammalian R3 [Source:SGD;Acc:S000005145]","ENSG,ENSP"
"YDR489W","Q03406","SLD5","Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p); complex is localized to DNA replication origins and implicated in assembly of the DNA replication machinery [Source:SGD;Acc:S000002897]","ENSG,ENSP"
"YMR250W","Q04792","GAD1","Glutamate decarboxylase; converts glutamate into gamma-aminobutyric acid (GABA) during glutamate catabolism; involved in response to oxidative stress [Source:SGD;Acc:S000004862]","ENSG,ENSP"
"YNR024W","P53725","MPP6","Nuclear exosome-associated RNA binding protein; involved in surveillance of pre-rRNAs and pre-mRNAs, and the degradation of cryptic non-coding RNAs (ncRNA); copurifies with ribosomes; relocalizes to the cytosol in response to hypoxia [Source:SGD;Acc:S000005307]","ENSG,ENSP"
"YDR381W","Q12159","YRA1","Nuclear polyadenylated RNA-binding protein; required for export of poly(A)+ mRNA from the nucleus; proposed to couple mRNA export with 3' end processing via its interactions with Mex67p and Pcf11p; interacts with DBP2; inhibits the helicase activity of Dbp2; functionally redundant with Yra2p, another REF family member [Source:SGD;Acc:S000002789]","ENSG,ENSP"
"YBL032W","P38199","HEK2","RNA binding protein involved in asymmetric localization of ASH1 mRNA; represses translation of ASH1 mRNA, an effect reversed by Yck1p-dependent phosphoryation; regulates telomere position effect and length; similarity to hnRNP-K [Source:SGD;Acc:S000000128]","ENSG,ENSP"
"YDL138W","Q12300","RGT2","Plasma membrane high glucose sensor that regulates glucose transport; low affinity sesnor that contains 12 predicted transmembrane segments and a long C-terminal tail required for hexose transporter induction; phosphorylation of the tail by Yck1p/Yck2p facilitates binding to the HXT co-repressors, Mth1p and Std1p; RGT2 has a paralog, SNF3, that arose from the whole genome duplication [Source:SGD;Acc:S000002297]","ENSG,ENSP"
"YGL131C","P53127","SNT2","Subunit of Snt2C complex, RING finger ubiquitin ligase (E3); physically associates with Ecm5p and Rpd3p; along with Ecm5p, recruits Rpd3p to small number of promoters; colocalizes with Ecm5p, independently of Rpd3p, to promoters of stress response genes upon oxidative stress; involved in ubiquitination, degradation of excess histones; interacts with Ubc4p; role in regulating genes encoding amine transporters; relocalizes from nucleus to cytoplasm upon DNA replication stress [Source:SGD;Acc:S000003099]","ENSG,ENSP"
"YHR045W","P38775","YHR045W","Putative protein of unknown function; possible role in iron metabolism and/or amino acid and carbohydrate metabolism; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum [Source:SGD;Acc:S000001087]","ENSG,ENSP"
"YOR086C","Q12466","TCB1","Lipid-binding ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p, Scs2p, Scs22p, Tcb1p, Tcb2p, Tcb3p) that connect ER to plasma membrane and regulate PI4P levels by controlling access of Sac1p phosphatase to its substrate PI4P in PM; contains 3 calcium and lipid binding domains; non-tagged protein also localizes to mitochondria; C-termini of Tcb1p, Tcb2p and Tcb3p interact; TCB1 has a paralog, TCB2, that arose from the whole genome duplication [Source:SGD;Acc:S000005612]","ENSG,ENSP"
"YDR320C","Q06677","SWA2","Auxilin-like protein involved in vesicular transport; clathrin-binding protein required for uncoating of clathrin-coated vesicles [Source:SGD;Acc:S000002728]","ENSG,ENSP"
"YOR096W","P26786","RPS7A","Protein component of the small (40S) ribosomal subunit; interacts with Kti11p; deletion causes hypersensitivity to zymocin; homologous to mammalian ribosomal protein S7, no bacterial homolog; RPS7A has a paralog, RPS7B, that arose from the whole genome duplication [Source:SGD;Acc:S000005622]","ENSG,ENSP"
"YOR206W","P39744","NOC2","Protein involved in ribosome biogenesis; forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes; forms a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit [Source:SGD;Acc:S000005732]","ENSG,ENSP"
"YPR160C-A","Q8TGK8","YPR160C-A","Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028726]","ENSG,ENSP"
"YPL160W","P26637","CDC60","Cytosolic leucyl tRNA synthetase; ligates leucine to the appropriate tRNA; human homolog LARS can complement yeast temperature-sensitive mutant at restrictive temperature [Source:SGD;Acc:S000006081]","ENSG,ENSP"
"YGL244W","P53064","RTF1","Subunit of RNAPII-associated chromatin remodeling Paf1 complex; regulates gene expression by directing cotranscriptional histone modification, influences transcription and chromatin structure through several independent functional domains; directly or indirectly regulates DNA-binding properties of Spt15p and relative activities of different TATA elements; involved in transcription elongation as demonstrated by the G-less-based run-on (GLRO) assay [Source:SGD;Acc:S000003213]","ENSG,ENSP"
"YDR515W","Q12034","SLF1","RNA binding protein that associates with polysomes; may be involved in regulating mRNA translation; involved in the copper-dependent mineralization of copper sulfide complexes on cell surface in cells cultured in copper salts; SLF1 has a paralog, SRO9, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000002923]","ENSG,ENSP"
"YGL184C","P53101","STR3","Peroxisomal cystathionine beta-lyase; converts cystathionine into homocysteine; may be redox regulated by Gto1p; involved in the release of the aromatic thiol 3-mercaptohexanol during wine fermentation [Source:SGD;Acc:S000003152]","ENSG,ENSP"
"YNL176C","P53882","TDA7","Cell cycle-regulated gene of unknown function; promoter bound by Fkh2p; null mutant is sensitive to expression of the top1-T722A allele; TDA7 has a paralog, YDL211C, that arose from the whole genome duplication [Source:SGD;Acc:S000005120]","ENSG,ENSP"
"YOR043W","P12611","WHI2","Protein required for full activation of the general stress response; required with binding partner Psr1p, possibly through Msn2p dephosphorylation; regulates growth during the diauxic shift; negative regulator of G1 cyclin expression; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to the cell periphery [Source:SGD;Acc:S000005569]","ENSG,ENSP"
"YDR379W","Q06407","RGA2","GTPase-activating protein for polarity-establishment protein Cdc42p; implicated in control of septin organization, pheromone response, and haploid invasive growth; regulated by Pho85p and Cdc28p; RGA2 has a paralog, RGA1, that arose from the whole genome duplication [Source:SGD;Acc:S000002787]","ENSG,ENSP"
"YER094C","P25451","PUP3","Beta 3 subunit of the 20S proteasome; involved in ubiquitin-dependent catabolism; human homolog is subunit C10 [Source:SGD;Acc:S000000896]","ENSG,ENSP"
"YPL134C","Q03028","ODC1","Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter, exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for lysine and glutamate biosynthesis and lysine catabolism; suppresses, in multicopy, an fmc1 null mutation; ODC1 has a paralog, ODC2, that arose from the whole genome duplication [Source:SGD;Acc:S000006055]","ENSG,ENSP"
